State,Population,Dates,New_Cases,Avg_7days,Avg_5days,Per100,Days_100,DeathsDays_5,GrowthRate,New_deaths,Death_7days,DeathPer100,Total_Cases,Deaths
Schleswig-Holstein,2896712,2020-03-17,23,0,0,4,3,0,0,0,0,0.0,127,0
Schleswig-Holstein,2896712,2020-03-18,32,0,0,6,4,0,0,0,0,0.0,159,0
Schleswig-Holstein,2896712,2020-03-19,43,0,0,7,5,0,0,0,0,0.0,202,0
Schleswig-Holstein,2896712,2020-03-20,64,0,36,9,6,0,0,1,0,0.0,266,1
Schleswig-Holstein,2896712,2020-03-21,42,32,41,11,7,0,0,0,0.1,0.0,308,1
Schleswig-Holstein,2896712,2020-03-22,39,38,44,12,8,0,20.4,0,0.1,0.0,347,1
Schleswig-Holstein,2896712,2020-03-23,36,40,45,13,9,0,18.2,0,0.1,0.0,383,1
Schleswig-Holstein,2896712,2020-03-24,95,50,55,17,10,0,19.6,1,0.3,0.1,478,2
Schleswig-Holstein,2896712,2020-03-25,99,60,62,20,11,0,19.5,1,0.4,0.1,577,3
Schleswig-Holstein,2896712,2020-03-26,98,68,73,23,12,0,18.5,0,0.4,0.1,675,3
Schleswig-Holstein,2896712,2020-03-27,137,78,93,28,13,0,18.0,1,0.4,0.1,812,4
Schleswig-Holstein,2896712,2020-03-28,103,87,106,32,14,0,17.0,0,0.4,0.1,915,4
Schleswig-Holstein,2896712,2020-03-29,90,94,105,35,15,1,15.7,2,0.7,0.2,1005,6
Schleswig-Holstein,2896712,2020-03-30,44,95,94,36,16,2,13.7,1,0.9,0.2,1049,7
Schleswig-Holstein,2896712,2020-03-31,71,92,89,39,17,3,11.6,2,1.0,0.3,1120,9
Schleswig-Holstein,2896712,2020-04-01,126,96,87,43,18,4,10.9,1,1.0,0.3,1246,10
Schleswig-Holstein,2896712,2020-04-02,89,94,84,46,19,5,9.7,1,1.1,0.4,1335,11
Schleswig-Holstein,2896712,2020-04-03,108,90,88,50,20,6,8.4,4,1.6,0.5,1443,15
Schleswig-Holstein,2896712,2020-04-04,116,92,102,54,21,7,7.9,2,1.9,0.6,1559,17
Schleswig-Holstein,2896712,2020-04-05,72,89,102,56,22,8,7.1,1,1.7,0.6,1631,18
Schleswig-Holstein,2896712,2020-04-06,40,89,85,58,23,9,6.6,2,1.9,0.7,1671,20
Schleswig-Holstein,2896712,2020-04-07,59,87,79,60,24,10,6.1,4,2.1,0.8,1730,24
Schleswig-Holstein,2896712,2020-04-08,97,83,77,63,25,11,5.5,4,2.6,1.0,1827,28
Schleswig-Holstein,2896712,2020-04-09,105,85,75,67,26,12,5.3,6,3.3,1.2,1932,34
Schleswig-Holstein,2896712,2020-04-10,97,84,80,70,27,13,5.0,4,3.3,1.3,2029,38
Schleswig-Holstein,2896712,2020-04-11,36,72,79,71,28,14,4.1,1,3.1,1.3,2065,39
Schleswig-Holstein,2896712,2020-04-12,53,70,78,73,29,15,3.8,2,3.3,1.4,2118,41
Schleswig-Holstein,2896712,2020-04-13,16,66,61,74,30,16,3.5,3,3.4,1.5,2134,44
Schleswig-Holstein,2896712,2020-04-14,30,62,46,75,31,17,3.1,5,3.6,1.7,2164,49
Schleswig-Holstein,2896712,2020-04-15,81,60,43,78,32,18,2.9,5,3.7,1.9,2245,54
Schleswig-Holstein,2896712,2020-04-16,49,52,46,79,33,19,2.5,1,3.0,1.9,2294,55
Schleswig-Holstein,2896712,2020-04-17,81,49,51,81,34,20,2.3,4,3.0,2.0,2349,59
Schleswig-Holstein,2896712,2020-04-18,38,50,56,82,35,21,2.3,2,3.1,2.1,2387,61
Schleswig-Holstein,2896712,2020-04-19,30,46,56,83,36,22,2.1,1,3.0,2.1,2417,62
Schleswig-Holstein,2896712,2020-04-20,9,45,41,84,37,23,2.0,5,3.3,2.3,2426,67
Schleswig-Holstein,2896712,2020-04-21,-12,39,29,83,38,24,1.7,3,3.0,2.4,2414,70
Schleswig-Holstein,2896712,2020-04-22,82,40,29,87,39,25,1.7,9,3.6,2.7,2496,79
Schleswig-Holstein,2896712,2020-04-23,34,37,29,87,40,26,1.6,5,4.1,2.9,2530,84
Schleswig-Holstein,2896712,2020-04-24,27,30,28,88,41,27,1.2,4,4.1,3.0,2557,88
Schleswig-Holstein,2896712,2020-04-25,55,32,37,90,42,28,1.3,7,4.9,3.3,2612,95
Schleswig-Holstein,2896712,2020-04-26,18,30,43,91,43,29,1.2,1,4.9,3.3,2630,96
Schleswig-Holstein,2896712,2020-04-27,8,30,28,91,44,30,1.2,2,4.4,3.4,2638,98
Schleswig-Holstein,2896712,2020-04-28,15,34,25,92,45,31,1.3,3,4.4,3.5,2653,101
Schleswig-Holstein,2896712,2020-04-29,26,26,24,92,46,32,1.0,2,3.4,3.6,2679,103
Schleswig-Holstein,2896712,2020-04-30,11,23,16,93,47,33,0.9,3,3.1,3.7,2690,106
Schleswig-Holstein,2896712,2020-05-01,24,22,17,94,48,34,0.9,4,3.1,3.8,2714,110
Schleswig-Holstein,2896712,2020-05-02,14,17,18,94,49,35,0.6,2,2.4,3.9,2728,112
Schleswig-Holstein,2896712,2020-05-03,10,15,17,95,50,36,0.6,1,2.4,3.9,2738,113
Schleswig-Holstein,2896712,2020-05-04,50,21,22,96,51,37,0.8,0,2.1,3.9,2788,113
Schleswig-Holstein,2896712,2020-05-05,11,21,22,97,52,38,0.8,5,2.4,4.1,2799,118
Schleswig-Holstein,2896712,2020-05-06,16,19,20,97,53,39,0.7,1,2.3,4.1,2815,119
Schleswig-Holstein,2896712,2020-05-07,19,21,21,98,54,40,0.7,1,2.0,4.1,2834,120
Schleswig-Holstein,2896712,2020-05-08,26,21,24,99,55,41,0.8,2,1.7,4.2,2860,122
Schleswig-Holstein,2896712,2020-05-09,38,24,22,100,56,42,0.9,0,1.4,4.2,2898,122
Schleswig-Holstein,2896712,2020-05-10,40,29,28,101,57,43,1.0,1,1.4,4.2,2938,123
Schleswig-Holstein,2896712,2020-05-11,19,24,28,102,58,44,0.8,1,1.6,4.3,2957,124
Schleswig-Holstein,2896712,2020-05-12,-1,22,24,102,59,45,0.8,1,1.0,4.3,2956,125
Schleswig-Holstein,2896712,2020-05-13,16,22,22,103,60,46,0.8,0,0.9,4.3,2972,125
Schleswig-Holstein,2896712,2020-05-14,10,21,17,103,61,47,0.7,0,0.7,4.3,2982,125
Schleswig-Holstein,2896712,2020-05-15,6,18,10,103,62,48,0.6,1,0.6,4.3,2988,126
Schleswig-Holstein,2896712,2020-05-16,10,14,8,103,63,49,0.5,0,0.6,4.3,2998,126
Schleswig-Holstein,2896712,2020-05-17,2,9,9,104,64,50,0.3,0,0.4,4.3,3000,126
Schleswig-Holstein,2896712,2020-05-18,2,6,6,104,65,51,0.2,0,0.3,4.3,3002,126
Schleswig-Holstein,2896712,2020-05-19,0,7,4,104,66,52,0.2,2,0.4,4.4,3002,128
Schleswig-Holstein,2896712,2020-05-20,12,6,5,104,67,53,0.2,3,0.9,4.5,3014,131
Schleswig-Holstein,2896712,2020-05-21,7,6,5,104,68,54,0.2,3,1.3,4.6,3021,134
Schleswig-Holstein,2896712,2020-05-22,18,7,8,105,69,55,0.2,0,1.1,4.6,3039,134
Schleswig-Holstein,2896712,2020-05-23,23,9,12,106,70,56,0.3,2,1.4,4.7,3062,136
Schleswig-Holstein,2896712,2020-05-24,0,9,12,106,71,57,0.3,1,1.6,4.7,3062,137
Schleswig-Holstein,2896712,2020-05-25,0,9,10,106,72,58,0.3,0,1.6,4.7,3062,137
Schleswig-Holstein,2896712,2020-05-26,5,9,9,106,73,59,0.3,2,1.6,4.8,3067,139
Schleswig-Holstein,2896712,2020-05-27,3,8,6,106,74,60,0.3,1,1.3,4.8,3070,140
Schleswig-Holstein,2896712,2020-05-28,2,7,2,106,75,61,0.2,3,1.3,4.9,3072,143
Schleswig-Holstein,2896712,2020-05-29,6,6,3,106,76,62,0.2,1,1.4,5.0,3078,144
Schleswig-Holstein,2896712,2020-05-30,12,4,6,107,77,63,0.1,1,1.3,5.0,3090,145
Schleswig-Holstein,2896712,2020-05-31,4,5,5,107,78,64,0.1,0,1.1,5.0,3094,145
Schleswig-Holstein,2896712,2020-06-01,3,5,5,107,79,65,0.2,0,1.1,5.0,3097,145
Schleswig-Holstein,2896712,2020-06-02,6,5,6,107,80,66,0.2,0,0.9,5.0,3103,145
Schleswig-Holstein,2896712,2020-06-03,3,5,6,107,81,67,0.2,1,0.9,5.0,3106,146
Schleswig-Holstein,2896712,2020-06-04,-3,4,3,107,82,68,0.1,0,0.4,5.0,3103,146
Schleswig-Holstein,2896712,2020-06-05,0,4,2,107,83,69,0.1,0,0.3,5.0,3103,146
Schleswig-Holstein,2896712,2020-06-06,4,2,2,107,84,70,0.1,1,0.3,5.1,3107,147
Schleswig-Holstein,2896712,2020-06-07,2,2,1,107,85,71,0.1,0,0.3,5.1,3109,147
Schleswig-Holstein,2896712,2020-06-08,1,2,1,107,86,72,0.1,0,0.3,5.1,3110,147
Schleswig-Holstein,2896712,2020-06-09,4,2,2,108,87,73,0.1,1,0.4,5.1,3114,148
Schleswig-Holstein,2896712,2020-06-10,1,1,2,108,88,74,0.0,0,0.3,5.1,3115,148
Schleswig-Holstein,2896712,2020-06-11,2,2,2,108,89,75,0.1,0,0.3,5.1,3117,148
Schleswig-Holstein,2896712,2020-06-12,3,2,2,108,90,76,0.1,0,0.3,5.1,3120,148
Schleswig-Holstein,2896712,2020-06-13,0,2,2,108,91,77,0.1,2,0.4,5.2,3120,150
Schleswig-Holstein,2896712,2020-06-14,1,2,1,108,92,78,0.1,1,0.6,5.2,3121,151
Schleswig-Holstein,2896712,2020-06-15,0,2,1,108,93,79,0.1,0,0.6,5.2,3121,151
Schleswig-Holstein,2896712,2020-06-16,1,1,1,108,94,80,0.0,0,0.4,5.2,3122,151
Schleswig-Holstein,2896712,2020-06-17,0,1,0,108,95,81,0.0,1,0.6,5.2,3122,152
Schleswig-Holstein,2896712,2020-06-18,0,1,0,108,96,82,0.0,0,0.6,5.2,3122,152
Schleswig-Holstein,2896712,2020-06-19,9,2,2,108,97,83,0.1,0,0.6,5.2,3131,152
Schleswig-Holstein,2896712,2020-06-20,2,2,2,108,98,84,0.1,0,0.3,5.2,3133,152
Schleswig-Holstein,2896712,2020-06-21,1,2,2,108,99,85,0.1,0,0.1,5.2,3134,152
Thuringia,2143145,2020-03-15,0,0,0,2,0,0,0.0,0,0.0,0.0,36,0
Thuringia,2143145,2020-03-16,0,0,0,2,0,0,0.0,0,0,0.0,36,0
Thuringia,2143145,2020-03-17,15,0,0,2,0,0,0.0,0,0,0.0,51,0
Thuringia,2143145,2020-03-18,23,0,0,4,0,0,0.0,0,0.0,0.0,74,0
Thuringia,2143145,2020-03-19,24,0,12.4,5,0,0,0.0,0,0.0,0.0,98,0
Thuringia,2143145,2020-03-20,51,0,22.6,7,1,0,0.0,0,0.0,0.0,149,0
Thuringia,2143145,2020-03-21,38,21.6,30.2,9,2,0,0.0,0,0.0,0.0,187,0
Thuringia,2143145,2020-03-22,29,25.7,33,10,3,0,28.5,0,0.0,0.0,216,0
Thuringia,2143145,2020-03-23,33,30.4,35,12,4,0,26.3,0,0.0,0.0,249,0
Thuringia,2143145,2020-03-24,78,39.4,45.8,15,5,0,27.0,1,0.1,0.0,327,1
Thuringia,2143145,2020-03-25,67,45.7,49,18,6,0,24.6,0,0.1,0.0,394,1
Thuringia,2143145,2020-03-26,74,52.9,56.2,22,7,0,22.8,2,0.4,0.1,468,3
Thuringia,2143145,2020-03-27,74,56.1,65.2,25,8,0,19.7,1,0.6,0.2,542,4
Thuringia,2143145,2020-03-28,42,56.7,67,27,9,1,16.7,1,0.7,0.2,584,5
Thuringia,2143145,2020-03-29,113,68.7,74,33,10,2,17.3,0,0.7,0.2,697,5
Thuringia,2143145,2020-03-30,22,67.1,65,34,11,3,14.4,0,0.7,0.2,719,5
Thuringia,2143145,2020-03-31,65,65.3,63.2,37,12,4,12.2,1,0.7,0.3,784,6
Thuringia,2143145,2020-04-01,76,66.6,63.6,40,13,5,11.1,0,0.7,0.3,860,6
Thuringia,2143145,2020-04-02,65,65.3,68.2,43,14,6,9.8,1,0.6,0.3,925,7
Thuringia,2143145,2020-04-03,57,62.9,57,46,15,7,8.6,2,0.7,0.4,982,9
Thuringia,2143145,2020-04-04,90,69.7,70.6,50,16,8,8.8,1,0.7,0.5,1072,10
Thuringia,2143145,2020-04-05,68,63.3,71.2,53,17,9,7.3,0,0.7,0.5,1140,10
Thuringia,2143145,2020-04-06,36,65.3,63.2,55,18,10,7.1,2,1.0,0.6,1176,12
Thuringia,2143145,2020-04-07,32,60.6,56.6,56,19,11,6.1,6,1.7,0.8,1208,18
Thuringia,2143145,2020-04-08,77,60.7,60.6,60,20,12,5.8,2,2.0,0.9,1285,20
Thuringia,2143145,2020-04-09,66,60.9,55.8,63,21,13,5.5,0,1.9,0.9,1351,20
Thuringia,2143145,2020-04-10,65,62.0,55.2,66,22,14,5.3,4,2.1,1.1,1416,24
Thuringia,2143145,2020-04-11,19,51.9,51.8,67,23,15,4.2,1,2.1,1.2,1435,25
Thuringia,2143145,2020-04-12,29,46.3,51.2,68,24,16,3.6,0,2.1,1.2,1464,25
Thuringia,2143145,2020-04-13,21,44.1,40,69,25,17,3.3,2,2.1,1.3,1485,27
Thuringia,2143145,2020-04-14,19,42.3,30.6,70,26,18,3.1,4,1.9,1.4,1504,31
Thuringia,2143145,2020-04-15,46,37.9,26.8,72,27,19,2.7,7,2.6,1.8,1550,38
Thuringia,2143145,2020-04-16,51,35.7,33.2,75,28,20,2.4,7,3.6,2.1,1601,45
Thuringia,2143145,2020-04-17,81,38.0,43.6,78,29,21,2.5,4,3.6,2.3,1682,49
Thuringia,2143145,2020-04-18,35,40.3,46.4,80,30,22,2.6,1,3.6,2.3,1717,50
Thuringia,2143145,2020-04-19,39,41.7,50.4,82,31,23,2.7,3,4.0,2.5,1756,53
Thuringia,2143145,2020-04-20,29,42.9,47,83,32,24,2.7,0,3.7,2.5,1785,53
Thuringia,2143145,2020-04-21,13,42.0,39.4,84,33,25,2.5,2,3.4,2.6,1798,55
Thuringia,2143145,2020-04-22,74,46.0,38,87,34,26,2.7,6,3.3,2.8,1872,61
Thuringia,2143145,2020-04-23,60,47.3,43,90,35,27,2.7,0,2.3,2.8,1932,61
Thuringia,2143145,2020-04-24,91,48.7,53.4,94,36,28,2.7,4,2.3,3.0,2023,65
Thuringia,2143145,2020-04-25,35,48.7,54.6,96,37,29,2.6,6,3.0,3.3,2058,71
Thuringia,2143145,2020-04-26,40,48.9,60,98,38,30,2.6,2,2.9,3.4,2098,73
Thuringia,2143145,2020-04-27,22,47.9,49.6,99,39,31,2.5,1,3.0,3.5,2120,74
Thuringia,2143145,2020-04-28,24,49.4,42.4,100,40,32,2.5,4,3.3,3.6,2144,78
Thuringia,2143145,2020-04-29,26,42.6,29.4,101,41,33,2.1,2,2.7,3.7,2170,80
Thuringia,2143145,2020-04-30,84,46.0,39.2,105,42,34,2.2,5,3.4,4.0,2254,85
Thuringia,2143145,2020-05-01,69,42.9,45,108,43,35,2.0,8,4.0,4.3,2323,93
Thuringia,2143145,2020-05-02,12,39.6,43,109,44,36,1.8,0,3.1,4.3,2335,93
Thuringia,2143145,2020-05-03,10,35.3,40.2,109,45,37,1.6,0,2.9,4.3,2345,93
Thuringia,2143145,2020-05-04,10,33.6,37,110,46,38,1.5,3,3.1,4.5,2355,96
Thuringia,2143145,2020-05-05,37,35.4,27.6,112,47,39,1.6,3,3.0,4.6,2392,99
Thuringia,2143145,2020-05-06,37,37.0,21.2,113,48,40,1.6,5,3.4,4.9,2429,104
Thuringia,2143145,2020-05-07,23,28.3,23.4,114,49,41,1.2,5,3.4,5.1,2452,109
Thuringia,2143145,2020-05-08,60,27.0,33.4,117,50,42,1.1,3,2.7,5.2,2512,112
Thuringia,2143145,2020-05-09,21,28,36,118,51,43,1.2,3,3.1,5.4,2533,115
Thuringia,2143145,2020-05-10,23,30,33,119,52,44,1.2,2,3.4,5.5,2556,117
Thuringia,2143145,2020-05-11,29,33,31,121,53,45,1.3,1,3.1,5.5,2585,118
Thuringia,2143145,2020-05-12,9,29,28,121,54,46,1.2,0,2.7,5.5,2594,118
Thuringia,2143145,2020-05-13,28,28,22,122,55,47,1.1,8,3.1,5.9,2622,126
Thuringia,2143145,2020-05-14,30,29,24,124,56,48,1.1,5,3.1,6.1,2652,131
Thuringia,2143145,2020-05-15,29,24,25,125,57,49,0.9,4,3.3,6.3,2681,135
Thuringia,2143145,2020-05-16,30,25,25,126,58,50,1.0,2,3.1,6.4,2711,137
Thuringia,2143145,2020-05-17,14,24,26,127,59,51,0.9,1,3.0,6.4,2725,138
Thuringia,2143145,2020-05-18,15,22,24,128,60,52,0.8,1,3.0,6.5,2740,139
Thuringia,2143145,2020-05-19,10,22,20,128,61,53,0.8,8,4.1,6.9,2750,147
Thuringia,2143145,2020-05-20,10,20,16,129,62,54,0.7,2,3.3,7.0,2760,149
Thuringia,2143145,2020-05-21,36,21,17,130,63,55,0.8,2,2.9,7.0,2796,151
Thuringia,2143145,2020-05-22,22,20,19,131,64,56,0.7,0,2.3,7.0,2818,151
Thuringia,2143145,2020-05-23,12,17,18,132,65,57,0.6,0,2.0,7.0,2830,151
Thuringia,2143145,2020-05-24,27,19,21,133,66,58,0.7,1,2.0,7.1,2857,152
Thuringia,2143145,2020-05-25,14,19,22,134,67,59,0.7,0,1.9,7.1,2871,152
Thuringia,2143145,2020-05-26,6,18,16,134,68,60,0.6,1,0.9,7.1,2877,153
Thuringia,2143145,2020-05-27,21,20,16,135,69,61,0.7,4,1.1,7.3,2898,157
Thuringia,2143145,2020-05-28,34,19,20,137,70,62,0.7,1,1.0,7.4,2932,158
Thuringia,2143145,2020-05-29,26,20,20,138,71,63,0.7,1,1.1,7.4,2958,159
Thuringia,2143145,2020-05-30,16,21,21,139,72,64,0.7,2,1.4,7.5,2974,161
Thuringia,2143145,2020-05-31,10,18,21,139,73,65,0.6,1,1.4,7.6,2984,162
Thuringia,2143145,2020-06-01,31,21,23,141,74,66,0.7,0,1.4,7.6,3015,162
Thuringia,2143145,2020-06-02,2,20,17,141,75,67,0.7,1,1.4,7.6,3017,163
Thuringia,2143145,2020-06-03,5,18,13,141,76,68,0.6,3,1.3,7.7,3022,166
Thuringia,2143145,2020-06-04,11,14,12,142,77,69,0.5,1,1.3,7.8,3033,167
Thuringia,2143145,2020-06-05,18,13,13,142,78,70,0.4,2,1.4,7.9,3051,169
Thuringia,2143145,2020-06-06,15,13,10,143,79,71,0.4,1,1.3,7.9,3066,170
Thuringia,2143145,2020-06-07,11,13,12,144,80,72,0.4,0,1.1,7.9,3077,170
Thuringia,2143145,2020-06-08,4,9,12,144,81,73,0.3,0,1.1,7.9,3081,170
Thuringia,2143145,2020-06-09,19,12,13,145,82,74,0.4,0,1.0,7.9,3100,170
Thuringia,2143145,2020-06-10,8,12,11,145,83,75,0.4,0,0.6,7.9,3108,170
Thuringia,2143145,2020-06-11,22,14,13,146,84,76,0.5,1,0.6,8.0,3130,171
Thuringia,2143145,2020-06-12,13,13,13,147,85,77,0.4,0,0.3,8.0,3143,171
Thuringia,2143145,2020-06-13,11,13,15,147,86,78,0.4,3,0.6,8.1,3154,174
Thuringia,2143145,2020-06-14,15,13,14,148,87,79,0.4,0,0.6,8.1,3169,174
Thuringia,2143145,2020-06-15,2,13,13,148,88,80,0.4,0,0.6,8.1,3171,174
Thuringia,2143145,2020-06-16,4,11,9,148,89,81,0.3,0,0.6,8.1,3175,174
Thuringia,2143145,2020-06-17,13,11,9,149,90,82,0.4,4,1.1,8.3,3188,178
Thuringia,2143145,2020-06-18,1,8,7,149,91,83,0.3,-1,0.9,8.3,3189,177
Thuringia,2143145,2020-06-19,16,9,7,150,92,84,0.3,1,1.0,8.3,3205,178
Thuringia,2143145,2020-06-20,5,8,8,150,93,85,0.3,0,0.6,8.3,3210,178
Thuringia,2143145,2020-06-21,4,6,8,150,94,86,0.2,0,0.6,8.3,3214,178
